age_bucket,workclass,education-num_bucket,marital-status,occupation,relationship,race,sex,hours-per-week_bucket,capital-gain_bucket,capital-loss_bucket,native-country_group,income
45-54,Private,05_grade_9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Divorced,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Tech-support,Own-child,White,Female,21-35,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Exec-managerial,Unmarried,Black,Female,36-40,none,none,North-America-other,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,Other,Male,36-40,none,none,Other,<=50K
35-44,Local-gov,10_12_some_college_assoc,Divorced,Other-service,Unmarried,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,Private,10_12_some_college_assoc,Divorced,Sales,Own-child,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,Europe,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Tech-support,Not-in-family,Black,Male,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Separated,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,State-gov,13_bachelors,Divorced,Protective-serv,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,21-35,none,none,Asia,<=50K
25-34,Private,09_hs_grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,61+,none,none,United-States,<=50K
55-64,Self-emp-not-inc,09_hs_grad,Divorced,Farming-fishing,Unmarried,White,Female,1-20,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Craft-repair,Not-in-family,White,Male,41-50,none,none,United-States,>50K
25-34,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Federal-gov,13_bachelors,Widowed,Exec-managerial,Unmarried,White,Female,36-40,none,none,United-States,>50K
17-24,Private,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Sales,Wife,White,Female,41-50,none,none,United-States,<=50K
35-44,Self-emp-not-inc,13_bachelors,Never-married,Farming-fishing,Own-child,White,Male,21-35,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Never-married,Machine-op-inspct,Not-in-family,White,Female,36-40,none,none,United-States,>50K
45-54,Self-emp-inc,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,21-35,none,none,United-States,<=50K
45-54,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,51-60,none,none,United-States,>50K
55-64,Private,06_grade_10,Widowed,Other-service,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
35-44,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Sales,Own-child,White,Male,36-40,none,none,United-States,<=50K
55-64,Without-pay,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Wife,White,Female,1-20,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Other-relative,Other,Male,36-40,none,none,North-America-other,<=50K
35-44,Local-gov,13_bachelors,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-spouse-absent,Sales,Unmarried,Black,Female,21-35,none,none,United-States,<=50K
35-44,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Protective-serv,Husband,White,Male,61+,none,none,United-States,>50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Prof-specialty,Own-child,Black,Male,1-20,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Female,21-35,none,none,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Protective-serv,Own-child,White,Male,41-50,none,none,United-States,<=50K
65+,Private,09_hs_grad,Widowed,Adm-clerical,Unmarried,White,Female,21-35,none,none,United-States,<=50K
55-64,Private,08_grade_12,Divorced,Machine-op-inspct,Not-in-family,White,Female,36-40,none,none,Europe,<=50K
35-44,Private,09_hs_grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Not-in-family,White,Female,51-60,none,none,United-States,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,07_grade_11,Never-married,Other-service,Own-child,White,Male,21-35,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,61+,none,none,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,41-50,none,none,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Prof-specialty,Own-child,Black,Female,36-40,none,none,United-States,<=50K
45-54,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
17-24,Private,05_grade_9,Never-married,Machine-op-inspct,Own-child,Black,Male,1-20,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Transport-moving,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Female,51-60,none,none,United-States,<=50K
55-64,missing,10_12_some_college_assoc,Never-married,missing,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Divorced,Other-service,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,10_12_some_college_assoc,Divorced,Machine-op-inspct,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,21-35,none,none,United-States,>50K
35-44,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Unmarried,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,South-America,<=50K
55-64,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Local-gov,09_hs_grad,Married-civ-spouse,Protective-serv,Husband,White,Male,36-40,none,none,United-States,>50K
55-64,Private,09_hs_grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Never-worked,09_hs_grad,Married-civ-spouse,missing,Wife,Black,Female,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,02_grade_1_4,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,36-40,none,none,North-America-other,<=50K
35-44,Private,06_grade_10,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,08_grade_12,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,21-35,none,none,North-America-other,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Machine-op-inspct,Own-child,White,Male,36-40,none,none,Europe,<=50K
17-24,Never-worked,10_12_some_college_assoc,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Federal-gov,09_hs_grad,Never-married,Armed-Forces,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
55-64,missing,10_12_some_college_assoc,Divorced,missing,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,Private,09_hs_grad,Widowed,Sales,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,61+,none,none,North-America-other,<=50K
45-54,State-gov,09_hs_grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Local-gov,10_12_some_college_assoc,Never-married,Protective-serv,Other-relative,White,Female,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,State-gov,10_12_some_college_assoc,Divorced,Adm-clerical,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,State-gov,10_12_some_college_assoc,Never-married,Other-service,Own-child,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,36-40,none,none,Asia,<=50K
25-34,Private,06_grade_10,Divorced,Craft-repair,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,08_grade_12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Craft-repair,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,61+,none,none,North-America-other,<=50K
35-44,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,03_grade_5_6,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,36-40,none,none,North-America-other,<=50K
17-24,missing,07_grade_11,Never-married,missing,Own-child,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Other-service,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,51-60,none,none,Europe,<=50K
25-34,Local-gov,09_hs_grad,Divorced,Transport-moving,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
65+,Self-emp-not-inc,14_16_graduate,Widowed,Sales,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,36-40,none,none,United-States,<=50K
65+,missing,09_hs_grad,Widowed,missing,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
17-24,Private,08_grade_12,Never-married,Other-service,Own-child,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,State-gov,13_bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,1-20,none,none,United-States,>50K
35-44,Private,13_bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,51-60,none,none,United-States,<=50K
35-44,Private,07_grade_11,Never-married,Craft-repair,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Private,04_grade_7_8,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,Europe,<=50K
35-44,Private,06_grade_10,Divorced,Transport-moving,Unmarried,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,1-20,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Male,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Unmarried,White,Female,51-60,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Private,01_preschool,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,61+,none,none,North-America-other,<=50K
55-64,State-gov,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Local-gov,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,61+,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Never-married,Sales,Unmarried,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Never-married,Sales,Own-child,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Craft-repair,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,Europe,>50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
17-24,Private,13_bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,36-40,none,none,Asia,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,61+,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Separated,Other-service,Not-in-family,White,Female,36-40,none,none,North-America-other,<=50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Own-child,White,Male,36-40,none,none,United-States,<=50K
45-54,State-gov,10_12_some_college_assoc,Divorced,Exec-managerial,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
55-64,Private,05_grade_9,Married-civ-spouse,Other-service,Husband,Black,Male,41-50,none,none,United-States,<=50K
35-44,Local-gov,09_hs_grad,Divorced,Adm-clerical,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Federal-gov,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
55-64,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Federal-gov,09_hs_grad,Married-civ-spouse,Sales,Wife,White,Female,36-40,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Other-relative,White,Female,1-20,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Other-service,Husband,White,Male,41-50,none,none,United-States,>50K
